"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","beta","value","gamma"
"99","71","peaked",0.00990901720565715,0.00990901720565715,0.00990901720565715,0.00990901720565715,0.12197099360418,0.0107197549770291,0.00990901720565715,0.00990901720565715,0.701198090262139,0.0967480407170525,0.00990901720565715,26,"female",1,1,NA,0.0519913161693585,2.84051774837358
"100","72","peaked",0.0351351351351351,0.074954954954955,0.00900900900900901,0.0698198198198198,0.083963963963964,0.107027027027027,0.383333333333333,0.0261261261261261,0.0222522522522523,0.101891891891892,0.0864864864864865,24,"female",1,1,NA,0.486935326001625,9.99999998363421e-08
"101","73","peaked",0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.281157069478237,0.635306839686402,0.00928178787059566,0.00928178787059566,21,"female",1,1,NA,0.0124193701558375,0.818002686046885
"102","74","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.273963963963964,0.00900900900900901,0.644954954954955,0.00900900900900901,0.00900900900900901,0.00900900900900901,36,"female",1,1,NA,0.591364430802162,9.99999999473644e-08
"103","75","peaked",0.00973148315011714,0.0395566768787169,0.0949720670391061,0.00973148315011714,0.0597404937826635,0.0168498828617769,0.0168498828617769,0.00973148315011714,0.723373580825374,0.00973148315011714,0.00973148315011714,23,"female",1,1,NA,0.0429367911059751,4.14386007810519
"104","76","peaked",0.0115315315315315,0.0109009009009009,0.0107207207207207,0.00954954954954955,0.0102702702702703,0.0375675675675676,0.0801801801801802,0.135135135135135,0.611351351351351,0.0736036036036036,0.00918918918918919,20,"female",1,1,NA,0.00699294956294615,0.28793813978142
"105","77","peaked",0.0116216216216216,0.0269369369369369,0.0314414414414414,0.0384684684684685,0.0481981981981982,0.0668468468468468,0.0943243243243243,0.175945945945946,0.239099099099099,0.163783783783784,0.103333333333333,24,"female",1,1,NA,0.162858573089286,9.99999999473644e-08
"106","79","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0718918918918919,0.277387387387387,0.260900900900901,0.263063063063063,0.0727027027027027,21,"female",1,1,NA,0.181531098395083,9.99999999473644e-08
"107","81","peaked",0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.132600666606612,0.162597964147374,0.188811818755067,0.231240428790199,0.230699936942618,0.00900819745968832,0.00900819745968832,48,"female",1,1,NA,0.174970111409863,9.99999999473644e-08
"108","82","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.197207207207207,0.250990990990991,0.280900900900901,0.207837837837838,0.00900900900900901,0.00900900900900901,23,"female",1,1,NA,0.204758989875311,9.99999999473644e-08
"109","83","peaked",0.0245089205262209,0.0245089205262209,0.0245089205262209,0.0245089205262209,0.0245089205262209,0.0245089205262209,0.274824292665345,0.499459362047216,0.0245089205262209,0.0296449810776716,0.0245089205262209,26,"female",1,1,NA,0.465613016755513,9.99999999473644e-08
"110","84","peaked",0.0902702702702703,0.02,0.315045045045045,0.181261261261261,0.117117117117117,0.108108108108108,0.066036036036036,0.036036036036036,0.018018018018018,0.0240540540540541,0.0240540540540541,29,"female",1,1,NA,0.52177931440323,9.99999999473644e-08
"111","85","peaked",0.00900819745968832,0.0380145932798847,0.0320691829564904,0.0528781190883704,0.0336005765246374,0.0810737771371949,0.0958472209710837,0.0651292676335465,0.501486352580849,0.0662102513287091,0.024682461039546,24,"female",1,1,NA,0.0359233273520073,9.99999999473644e-08
"112","87","peaked",0.0177509461164174,0.0159488196071364,0.0118940349612543,0.0127049918904307,0.0112632906830059,0.0488376284015138,0.0899261128131195,0.262750045053163,0.391511984141287,0.124797260767706,0.0126148855649667,37,"female",1,1,NA,0.0568233636940095,9.99999998363421e-08
"113","88","peaked",0.0693693693693694,0.0366666666666667,0.00900900900900901,0.00900900900900901,0.0171171171171171,0.00900900900900901,0.04,0.00900900900900901,0.771441441441441,0.00900900900900901,0.0203603603603604,31,"female",1,1,NA,0.0286679697036805,6.1230710074403
"114","91","peaked",0.0137862677959993,0.01513786267796,0.0137862677959993,0.0137862677959993,0.0137862677959993,0.0332492340962336,0.0272121102901424,0.01513786267796,0.730131555235177,0.0801045233375383,0.0438817805009912,30,"female",1,1,NA,0.0328833781090217,3.69809045295796
"115","92","peaked",0.0467567567567568,0.0171171171171171,0.029009009009009,0.0171171171171171,0.0627927927927928,0.0171171171171171,0.0171171171171171,0.0322522522522522,0.726486486486486,0.0171171171171171,0.0171171171171171,32,"female",1,1,NA,0.0295026155895475,3.74000888493435
"116","93","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0127027027027027,0.387747747747748,0.527477477477477,0.00900900900900901,23,"female",1,1,NA,0.328332005207429,9.99999999473644e-08
"117","94","peaked",0.0144131159355013,0.0600846770561211,0.0144131159355013,0.0144131159355013,0.0144131159355013,0.045491397171426,0.0367534456355283,0.0144131159355013,0.721286370597243,0.0499054139266733,0.0144131159355013,59,"female",1,1,NA,0.0344954054483026,3.3215712983349
"118","96","peaked",0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0123423423423423,0.0588288288288288,0.401261261261261,0.441171171171171,0.0123423423423423,0.0123423423423423,20,"female",1,1,NA,0.0724374174590091,1e-07
"119","97","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.233963963963964,0.684954954954955,0.00900900900900901,0.00900900900900901,30,"female",1,1,NA,0.00469301558218377,1.4176154715012
"120","98","peaked",0.0215295919286551,0.0170254931988109,0.01387262408792,0.0150436897576795,0.0296369696423746,0.0517070534186109,0.102152959192866,0.180163949193766,0.331952076389514,0.143680749482029,0.0932348437077741,40,"female",1,1,NA,0.0950273441905258,9.99999999473644e-08
"121","99","peaked",0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.00981628242074928,0.184167867435159,0.727485590778098,0.00981628242074928,0.00981628242074928,18,"female",1,1,NA,0.0017644622851515,2.24139724618996
