"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated"
"1","101","peaked",0.0399171021805731,0.0173905208145612,0.0173905208145612,0.0282032798702469,0.0173905208145612,0.066228149216075,0.0173905208145612,0.675527122003965,0.0545143269057488,0.0173905208145612,0.0486574157505857,62,"female",1,1
"2","102","peaked",0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.100693506259569,0.812573178420247,0.00963703503557597,0.00963703503557597,18,"female",1,1
"3","103","peaked",0.00900982070456798,0.0267591674925669,0.00900982070456798,0.0238760248671052,0.0443283178664745,0.00900982070456798,0.0165780700964051,0.00900982070456798,0.00900982070456798,0.785926660059465,0.0574826560951437,35,"female",1,1
"4","104","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.276501846347834,0.628658921012339,0.0105376925155363,0.0105376925155363,24,"female",1,1
"5","105","peaked",0.0127015584181605,0.0127015584181605,0.0303576254391496,0.0496351680028826,0.0496351680028826,0.0127015584181605,0.0919736960634177,0.639401855688677,0.0754886947121881,0.0127015584181605,0.0127015584181605,22,"female",1,1
"6","106","peaked",0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.0312528145546249,0.460866432495722,0.257858236512654,0.0312528145546249,21,"female",1,1
"7","107","peaked",0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.636494641087994,0.187606953075745,0.0195442673151401,0.0195442673151401,20,"female",1,1
"8","108","peaked",0.022518465141416,0.0144118176905062,0.0144118176905062,0.0144118176905062,0.0144118176905062,0.0144118176905062,0.0380111691587101,0.107007746352009,0.731579895514322,0.0144118176905062,0.0144118176905062,22,"female",1,1
"9","110","peaked",0.0297297297297297,0.0297297297297297,0.0297297297297297,0.0297297297297297,0.0297297297297297,0.276576576576577,0.0297297297297297,0.0297297297297297,0.455855855855856,0.0297297297297297,0.0297297297297297,49,"female",1,1
"10","112","peaked",0.0181064768939735,0.0556706603008738,0.0301774614899559,0.0096387712818665,0.0096387712818665,0.0096387712818665,0.0581028736149896,0.724349157733537,0.0096387712818665,0.0435996757048914,0.0314386091343122,19,"female",1,1
"11","113","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0490858326578402,0.276501846347834,0.588129334414122,0.012248941727461,0.0108078897595245,22,"female",1,1
"12","114","peaked",0.0116216216216216,0.00954954954954955,0.011981981981982,0.0110810810810811,0.01,0.0114414414414414,0.0726126126126126,0.118648648648649,0.63045045045045,0.103063063063063,0.00954954954954955,34,"female",1,1
"13","115","peaked",0.00927844338347896,0.0205386902080894,0.588235294117647,0.0483740203585263,0.0669309071254842,0.136924601387262,0.0205386902080894,0.0567516439960364,0.0205386902080894,0.0205386902080894,0.0113503287992073,51,"female",1,1
"14","116","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0595495495495495,0.165135135135135,0.264954954954955,0.447297297297297,0.00900900900900901,19,"female",1,1
"15","2","peaked",0.0209928822416434,0.0742409226056401,0.0209928822416434,0.0209928822416434,0.0374808541310028,0.0687449319758537,0.0863140823497612,0.0209928822416434,0.464095864492297,0.0691954230110821,0.11595639246779,21,"secret",1,1
"16","208","peaked",0.0204467663484057,0.022248243559719,0.0204467663484057,0.0204467663484057,0.0204467663484057,0.0204467663484057,0.0204467663484057,0.0337776977121239,0.712394163213835,0.0884525310754819,0.0204467663484057,60,"male",1,1
"17","209","peaked",0.0118007386721917,0.0156742635798577,0.0255832807855148,0.0305377893883434,0.0311683632105216,0.0535086929105486,0.0857580398162328,0.167102062877218,0.499054139266733,0.0681019727952437,0.0117106566975948,23,"male",1,1
"18","210","peaked",0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.00963703503557597,0.727641178059984,0.185625506619832,0.00963703503557597,18,"male",1,1
"19","211","peaked",0.018018018018018,0.018018018018018,0.018018018018018,0.018018018018018,0.0201801801801802,0.018018018018018,0.0188288288288288,0.018018018018018,0.816846846846847,0.018018018018018,0.018018018018018,28,"male",1,1
"20","212","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.354234234234234,0.453603603603604,0.12009009009009,0.00900900900900901,0.00900900900900901,18,"male",1,1
"21","213","peaked",0.0156799134901325,0.0156799134901325,0.0156799134901325,0.0156799134901325,0.0156799134901325,0.0683067495719564,0.132468234658016,0.183743354059656,0.428043615391547,0.0970532576371992,0.0119852212309633,28,"male",1,1
"22","214","peaked",0.0107168587896254,0.0107168587896254,0.0107168587896254,0.0107168587896254,0.0107168587896254,0.0107168587896254,0.0107168587896254,0.0107168587896254,0.728025936599424,0.175522334293948,0.0107168587896254,19,"male",1,1
"23","215","peaked",0.0117106566975948,0.0108999189262229,0.0118908206467886,0.0122511485451761,0.0102693451040447,0.0422484460859382,0.273849202774525,0.364201423295199,0.183136654355463,0.0692730384650031,0.0102693451040447,22,"male",1,1
"24","216","peaked",0.0219859434132276,0.0219859434132276,0.0219859434132276,0.0219859434132276,0.0118940349612543,0.0342404036763381,0.32501351594882,0.308433952063435,0.188502432870788,0.0219859434132276,0.0219859434132276,23,"male",1,1
"25","217","peaked",0.00936768149882904,0.011259232570708,0.011259232570708,0.0119798234552333,0.0216177265357593,0.0482795892631958,0.0905242298684922,0.139884705458476,0.542514862186993,0.103584939650513,0.0097279769410917,21,"male",1,1
"26","218","peaked",0.0134234234234234,0.012972972972973,0.00990990990990991,0.0107207207207207,0.011981981981982,0.031981981981982,0.059009009009009,0.0564864864864865,0.726666666666667,0.0572972972972973,0.00954954954954955,18,"male",1,1
"27","219","peaked",0.00900819745968832,0.00900819745968832,0.00900819745968832,0.180254031168363,0.00900819745968832,0.00900819745968832,0.396630934150077,0.341140437798397,0.0189172146653455,0.00900819745968832,0.00900819745968832,28,"male",1,1
"28","220","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.100630630630631,0.181081081081081,0.557297297297297,0.0979279279279279,0.00900900900900901,19,"male",1,1
"29","221","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0615315315315315,0.0671171171171171,0.178828828828829,0.454864864864865,0.183603603603604,0.00900900900900901,18,"male",1,1
"30","222","peaked",0.0121632579511668,0.0121632579511668,0.0121632579511668,0.252184881520858,0.0121632579511668,0.0121632579511668,0.0121632579511668,0.638345796918641,0.0121632579511668,0.0121632579511668,0.0121632579511668,18,"male",1,1
"31","223","peaked",0.0102684201044857,0.0102684201044857,0.0102684201044857,0.0102684201044857,0.0102684201044857,0.0102684201044857,0.0559358674112772,0.112772473428211,0.640605296343001,0.12006845613403,0.00900738605656638,18,"male",1,1
"32","224","peaked",0.0117106566975948,0.0117106566975948,0.00990901720565715,0.00972885325646338,0.00945860733267273,0.011530492748401,0.0096387712818665,0.190433294297811,0.526619223493379,0.193676245383299,0.0155841816052608,35,"male",1,1
"33","225","peaked",0.00990901720565715,0.0118908206467886,0.0112602468246104,0.00900819745968832,0.00999909918025403,0.0510764795964328,0.0630573822178182,0.0663904152779029,0.636969642374561,0.114404107738042,0.0160345914782452,23,"male",1,1
"34","226","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0868468468468468,0.120810810810811,0.153243243243243,0.524954954954955,0.0600900900900901,0.00900900900900901,29,"male",1,1
"35","227","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.372522522522523,0.546396396396396,0.00900900900900901,0.00900900900900901,0.00900900900900901,19,"male",1,1
"36","229","peaked",0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0781010719754977,0.123862715070714,0.595171606161607,0.139807224574363,0.00900819745968832,24,"male",1,1
"37","230","peaked",0.00900819745968832,0.00900819745968832,0.0462120529682011,0.07629943248356,0.0968381226916494,0.135122961895325,0.35519322583551,0.245293216827313,0.00900819745968832,0.00900819745968832,0.00900819745968832,20,"male",1,1
"38","231","peaked",0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0950707398395963,0.733081012886366,0.024781472470037,30,"male",1,1
"39","232","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.021981981981982,0.130810810810811,0.727297297297297,0.0568468468468468,0.00900900900900901,20,"male",1,1
"40","234","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0707016121768891,0.130775466090246,0.648743582815455,0.0760154913086553,0.0105376925155363,20,"male",1,1
"41","236","peaked",0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.0129741418145779,0.0198216055500496,0.0992882241643391,0.214073339940535,0.475628434994144,0.133165150013515,0.00900982070456798,22,"male",1,1
"42","237","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0697297297297297,0.0977477477477478,0.721441441441442,0.048018018018018,0.00900900900900901,20,"male",1,1
"43","238","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0290990990990991,0.629369369369369,0.269459459459459,0.00900900900900901,0.00900900900900901,18,"male",1,1
"44","240","peaked",0.0373873873873874,0.0392792792792793,0.0307207207207207,0.036036036036036,0.0344144144144144,0.0381081081081081,0.0368468468468469,0.037027027027027,0.0364864864864865,0.0312612612612613,0.642432432432432,20,"male",1,1
"45","241","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.720720720720721,0.00900900900900901,0.198198198198198,0.00900900900900901,33,"male",1,1
"46","242","peaked",0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0578534739118681,0.723438767234388,0.0536180949806254,0.0206362079841399,20,"male",1,1
"47","243","peaked",0.0092809515227969,0.0092809515227969,0.0092809515227969,0.14426022706794,0.144981077671653,0.146693097855469,0.145341502973509,0.363038385294648,0.0092809515227969,0.0092809515227969,0.0092809515227969,20,"male",1,1
"48","244","peaked",0.0108108108108108,0.0108108108108108,0.0108108108108108,0.0108108108108108,0.0108108108108108,0.172882882882883,0.0108108108108108,0.218558558558559,0.522072072072072,0.0108108108108108,0.0108108108108108,21,"male",1,1
"49","245","peaked",0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0960619987383978,0.72605208614941,0.100117148778949,0.00964224565197801,19,"male",1,1
"50","246","peaked",0.0105414902243445,0.00900982070456798,0.0430669429678349,0.00900982070456798,0.059374718443103,0.00900982070456798,0.00900982070456798,0.0322551581223534,0.724389584647265,0.0444184160735201,0.0499144067033066,26,"male",1,1
"51","247","peaked",0.011532570501847,0.018019641409136,0.0315343724659879,0.0445986124876115,0.061897468240382,0.0942427245697811,0.140012613748986,0.179385530227948,0.22794846382557,0.181818181818182,0.00900982070456798,19,"male",1,1
"52","248","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0420720720720721,0.0336036036036036,0.0672972972972973,0.547567567567568,0.202702702702703,0.0617117117117117,0.00900900900900901,0.00900900900900901,20,"male",1,1
"53","249","peaked",0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0938654175299523,0.195207638951446,0.585082425006756,0.0600846770561211,0.0117106566975948,22,"male",1,1
"54","251","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.049009009009009,0.12,0.32045045045045,0.362162162162162,0.0943243243243243,0.00900900900900901,18,"male",1,1
"55","253","peaked",0.00900900900900901,0.00900900900900901,0.018018018018018,0.0510810810810811,0.0641441441441441,0.066036036036036,0.168108108108108,0.287297297297297,0.261261261261261,0.057027027027027,0.00900900900900901,27,"male",1,1
"56","254","peaked",0.0727027027027027,0.136666666666667,0.0477477477477477,0.0306306306306306,0.136666666666667,0.0914414414414414,0.0462162162162162,0.258108108108108,0.0126126126126126,0.0462162162162162,0.120990990990991,23,"male",1,1
"57","255","peaked",0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0138701251913897,0.707286319012879,0.0309826173106368,18,"male",1,1
"58","256","peaked",0.0354149770208164,0.0354149770208164,0.0354149770208164,0.0354149770208164,0.0432549337658827,0.0354149770208164,0.0354149770208164,0.638010273046769,0.0354149770208164,0.0354149770208164,0.0354149770208164,28,"male",1,1
"59","257","peaked",0.0796396396396396,0.0309009009009009,0.238558558558559,0.155765765765766,0.0361261261261261,0.029009009009009,0.0757657657657658,0.0663063063063063,0.0882882882882883,0.158918918918919,0.0407207207207207,19,"male",1,1
"60","258","peaked",0.0126126126126126,0.0126126126126126,0.0126126126126126,0.018018018018018,0.03,0.0420720720720721,0.117207207207207,0.202342342342342,0.465405405405405,0.0781081081081081,0.00900900900900901,20,"male",1,1
"61","259","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.277222372331802,0.627938395028371,0.0105376925155363,0.0105376925155363,23,"male",1,1
"62","261","peaked",0.00900900900900901,0.0090990990990991,0.00900900900900901,0.00900900900900901,0.0112612612612613,0.00900900900900901,0.00900900900900901,0.907567567567568,0.00900900900900901,0.00900900900900901,0.00900900900900901,22,"male",1,1
"63","262","peaked",0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.198269646719539,0.500090122566691,0.197819033886085,0.0129776496034607,30,"male",1,1
"64","263","peaked",0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0970357689881971,0.0990179295432021,0.640147761059555,0.0937922335345527,0.0100009009820705,18,"male",1,1
"65","264","peaked",0.0258535267093055,0.0135122961895325,0.050896315647239,0.0135122961895325,0.0620664804972525,0.0135122961895325,0.0135122961895325,0.0135122961895325,0.724979731555716,0.0551301684532925,0.0135122961895325,34,"male",1,1
"66","266","peaked",0.0221601657508333,0.0221601657508333,0.0269345104044681,0.0396360688226286,0.0510764795964328,0.057021889919827,0.100801729573912,0.162597964147374,0.195207638951446,0.312224123952797,0.0101792631294478,21,"male",1,1
"67","267","peaked",0.0100900900900901,0.0138738738738739,0.0114414414414414,0.00954954954954955,0.0102702702702703,0.0831531531531531,0.0991891891891892,0.13027027027027,0.544774774774775,0.0777477477477477,0.00963963963963964,30,"male",1,1
"68","268","peaked",0.115765765765766,0.0996396396396396,0.0798198198198198,0.135585585585586,0.11045045045045,0.0906306306306306,0.0834234234234234,0.0636936936936937,0.0564864864864865,0.141981981981982,0.0225225225225225,23,"male",1,1
"69","269","peaked",0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0773664775285959,0.640097271007836,0.183824191659912,0.0123390074754571,21,"male",1,1
"70","270","peaked",0.00900900900900901,0.0128828828828829,0.0298198198198198,0.0436036036036036,0.0511711711711712,0.0810810810810811,0.0822522522522522,0.137117117117117,0.155855855855856,0.180900900900901,0.216306306306306,21,"male",1,1
"71","271","peaked",0.0798883184724849,0.0798883184724849,0.0798883184724849,0.0948392326398271,0.082590290912366,0.0798883184724849,0.0798883184724849,0.0798883184724849,0.183463928667928,0.0798883184724849,0.0798883184724849,37,"male",1,1
"72","272","peaked",0.0107216866384359,0.0093702135327507,0.00900982070456798,0.0100909991891161,0.00900982070456798,0.00900982070456798,0.0885665375259032,0.185332011892963,0.384539147670961,0.27362825479773,0.0107216866384359,18,"male",1,1
"73","273","peaked",0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.138095667057022,0.636879560399964,0.138816322853797,0.0130618863165481,32,"male",1,1
"74","274","peaked",0.0108108108108108,0.0090990990990991,0.0118018018018018,0.00963963963963964,0.0100900900900901,0.0113513513513513,0.0368468468468468,0.0938738738738739,0.671711711711712,0.0963963963963964,0.0383783783783784,22,"male",1,1
"75","275","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.114234234234234,0.115045045045045,0.533333333333333,0.174324324324324,0.00900900900900901,20,"male",1,1
"76","276","peaked",0.0120731597441211,0.0120731597441211,0.174159834219299,0.0120731597441211,0.00900982070456798,0.00955040994684206,0.01856023065141,0.0102711956032075,0.716280746013154,0.0120731597441211,0.0138751238850347,25,"male",1,1
"77","277","peaked",0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0990990990990991,0.615945945945946,0.176846846846847,0.0135135135135135,20,"male",1,1
"78","278","peaked",0.00900819745968832,0.0180163949193766,0.0297270516169714,0.0373840194577065,0.049364922079092,0.0711647599315377,0.080172957391226,0.107197549770291,0.526258895594991,0.0626970543194307,0.00900819745968832,18,"male",1,1
"79","280","peaked",0.00991080277502478,0.00928011532570502,0.0118028651229841,0.0113523740877557,0.0109919812595729,0.0098207045679791,0.110100009009821,0.226777187133976,0.493738174610325,0.0970357689881971,0.00919001711865934,23,"male",1,1
"80","281","peaked",0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.188339190772281,0.728124718392358,0.00928178787059566,0.00928178787059566,30,"male",1,1
"81","286","peaked",0.0732432432432432,0.0257657657657658,0.0243243243243243,0.0233333333333333,0.0488288288288288,0.0308108108108108,0.0222522522522523,0.0313513513513513,0.672972972972973,0.0248648648648649,0.0222522522522523,20,"male",1,1
"82","287","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0581981981981982,0.066036036036036,0.140540540540541,0.621981981981982,0.0591891891891892,0.00900900900900901,18,"male",1,1
"83","288","peaked",0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.13714182735628,0.646062353577221,0.131735447828438,0.00937105784826095,20,"male",1,1
"84","289","peaked",0.0119852212309633,0.0119852212309633,0.0119852212309633,0.0119852212309633,0.0119852212309633,0.0137875101378751,0.152834099306119,0.72298819500766,0.0294674236280076,0.00901144453455889,0.0119852212309633,21,"male",1,1
"85","290","peaked",0.027027027027027,0.027027027027027,0.027027027027027,0.0275675675675676,0.027027027027027,0.027027027027027,0.027027027027027,0.027027027027027,0.729189189189189,0.027027027027027,0.027027027027027,19,"male",1,1
"86","292","peaked",0.012341230519773,0.0151337717322764,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0442302495270696,0.0595441852085398,0.026213854607693,0.727051616971444,0.040086478695613,0.0483740203585263,18,"male",1,1
"87","293","peaked",0.046679282689015,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.545372623231504,0.0453275660088312,0.0453275660088312,0.0453275660088312,21,"male",1,1
"88","294","peaked",0.00900982070456798,0.0270294621137039,0.0300027029462114,0.0330660419857645,0.0420758626903325,0.0660419857644833,0.102081268582755,0.141454185061717,0.524641859626993,0.0155869898189026,0.00900982070456798,20,"male",1,1
"89","296","peaked",0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.468420578430489,0.409135958194432,0.050364897738535,0.00900982070456798,42,"male",1,1
"90","297","peaked",0.0284684684684685,0.0284684684684685,0.0754954954954955,0.0581981981981982,0.0596396396396396,0.0284684684684685,0.0284684684684685,0.050990990990991,0.458828828828829,0.10027027027027,0.0827027027027027,30,"male",1,1
"91","298","peaked",0.0111701648500135,0.00972885325646338,0.011530492748401,0.0109900009008197,0.0114404107738042,0.00918836140888208,0.0105395910278353,0.165840915232862,0.581118818124493,0.169264030267543,0.00918836140888208,18,"male",1,1
"92","299","peaked",0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.0238760248671051,0.0611766825840166,0.2325434723849,0.440940625281557,0.187404270655014,0.00900982070456798,43,"male",1,1
"93","300","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.900900900900901,0.018018018018018,0.00900900900900901,25,"male",1,1
"94","64","peaked",0.113482842475007,0.0195442673151401,0.0195442673151401,0.0370170224263712,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.63658470683599,0.0566513554895073,0.0389984688822841,31,"female",1,1
